autor,titlu,strofa,text,nr_versuri
Mihai Eminescu,Egipetul,6,"În zadar guvernă regii lumea cu înțelepciune.
Se-nmulțesc semnele rele, se-mpuțin faptele bune;
În zădar caut-al vieții înțeles nedezlegat.
Iese-n noapte... ș-a lui umbră lungă-ntins se desfășoară...
Pe-ale Nilului lungi valuri. - Astfel pe-unde de popoară
Umbra gândurilor regii se aruncă-ntunecat...",6
Mihai Eminescu,Egipetul,7,"Ale piramidei visuri, ale Nilului reci unde,
Ale trestiilor sunet ce sub luna ce pătrunde
Par a fi snopuri gigantici de lungi sulițe de-argint,
Toat-a apei, a pustiei și a nopții măreție
Se unesc să-mbrace mândru veche-acea împărăție,
Să învie în deșerturi șir de visuri ce te mint.",6
Mihai Eminescu,Egipetul,8,"Râul sfânt ne povestește cu-ale undelor lui gure
De-a isvorului său taină, despre vremi apuse, sure,
Sufletul se-mbată-n visuri, care-alunecă în zbor.
Palmii risipiți în crânguri, auriți de-a lunei rază,
Nalță zveltele lor trunchiuri. - Noaptea-i clară, luminoasă,
Undele visează spume, cerurile-nșiră nori.",6
Mihai Eminescu,Egipetul,9,"Și în templele mărețe - colonade-n marmuri albe,
Noaptea zeii se preîmblă în vestmintele lor dalbe,
Și al preoților cântec sună-n harfe de argint;
Și la vântul din pustie, la răcoarea nopții brună,
Piramidele, din creștet, aiurind și jalnic sună;
Și sălbatec se plâng regii în giganticul mormânt.",6
Mihai Eminescu,Egipetul,10,"În zidirea cea antică, sus în frunte-i turnul maur.
Magul priivea pe gânduri în oglinda lui de aur,
Unde-a ceriului mii stele ca-ntr-un centru se adun.
El în mic privește-acolo căile lor tăinuite
Și cu varga zugrăvește drumurile lor găsite:
Au aflat sâmburul lumii, tot ce-i drept, frumos și bun.",6
Mihai Eminescu,Egipetul,11,"Și se poate că spre răul unei ginți efeminate,
Regilor pătați de crime, preoțimei desfrânate,
Magul, paza răzbunării, a citit semnul întors;
Ș-atunci vântul ridicat-a tot nisipul din pustiuri,
Astupând cu el orașe, ca gigantice sicriuri
Unei ginți, ce fără viață-ngreuia pământul stors.",6
Mihai Eminescu,Egipetul,12,"Uraganu-acum aleargă pân' ce caii lui îi crapă;
Și în Nil numai deșertul nisipișul și-l adapă,
Așternându-l peste câmpii cei odată înfloriți.
Memphis, Teba, țara-ntreagă coperită-i de ruine,
Prin deșert străbat sălbatec mari familii beduine,
Sorind viața lor de basme prin câmpie nisipiți.",6
Mihai Eminescu,Egipetul,13,"Dar ș-acum, turburând stele pe-ale Nilului lungi unde,
Noaptea flamingo cel roșu, apa-ncet, încet pătrunde,
Ș-acum luna argintește tot Egipetul antic;
Ș-atunci sufletul visează toat-istoria străveche,
Glasuri din trecut străbate l-a prezentului ureche,
Din a valurilor sfadă prorociri se aridic.",6
Mihai Eminescu,Egipetul,14,"Ș-atunci Memphis se înalță, argintos gând al pustiei,
Închegare măiestrită din suflarea vijeliei...
Beduini ce stau în lună, o minune o privesc,
Povestindu-și basme mândre îmbrăcate-n flori și stele
De orașul care iese din pustiile de jele;
Din pământ și de sub mare, s-aud sunete ce cresc.",6
Mihai Eminescu,Egipetul,15,"Marea-n fund clopote are care sună-n orice noapte;
Nilu-n fund grădine are, pomi cu mere de-aur coapte;
Sub nisipul din pustie cufundat e un popor,
Ce cu-orașele-i deodată se trezește și se duce
Sus în curțile din Memphis, unde-n săli lumină luce;
Ei petrec în vin și-n chiot orice noapte pân-în zori.",6
Mihai Eminescu,Adio,1,"De-acuma nu te-oi mai vedea,
Rămâi, rămâi cu bine!
Mă voi feri în calea mea
De tine.",4
Mihai Eminescu,Adio,2,"De astăzi dar tu fă ce vrei,
De astăzi nu-mi mai pasă
Că cea mai dulce-ntre femei
Mă lasă.",4
Mihai Eminescu,Adio,3,"Căci nu mai am de obicei
Ca-n zilele acele,
Să mă îmbăt și de scântei
Din stele,",4
Mihai Eminescu,Adio,4,"Când degerând atâtea dăți,
Eu mă uitam prin ramuri
Și așteptam să te arăți
La geamuri.",4
Mihai Eminescu,Adio,5,"O, cât eram de fericit
Să mergem împreună,
Sub acel farmec liniștit
De lună!",4
Mihai Eminescu,Adio,6,"Și când în taină mă rugam
Ca noaptea-n loc să steie,
În veci alături să te am,
Femeie!",4
Mihai Eminescu,Adio,7,"Din a lor treacăt să apuc
Acele dulci cuvinte,
De care azi abia mi-aduc
Aminte.",4
Mihai Eminescu,Adio,8,"Căci astăzi dacă mai ascult
Nimicurile-aceste,
Îmi pare-o veche, de demult
Poveste.",4
Mihai Eminescu,Adio,9,"Și dacă luna bate-n lunci
Și tremură pe lacuri,
Totuși îmi pare că de-atunci
Sunt veacuri.",4
Mihai Eminescu,Adio,10,"Cu ochii serei cei de-ntâi
Eu n-o voi mai privi-o...
De-aceea-n urma mea rămâi -
Adio!",4
Mihai Eminescu,Ce e amorul?,1,"Ce e amorul? E un lung
Prilej pentru durere,
Căci mii de lacrimi nu-i ajung
Și tot mai multe cere.",4
Mihai Eminescu,Ce e amorul?,2,"De-un semn în treacăt de la ea
El sufletul ți-l leagă,
Încât să n-o mai poți uita
Viața ta întreagă.",4
Mihai Eminescu,Ce e amorul?,3,"Dar încă de te-așteaptă-n prag
În umbră de unghere,
De se-ntâlnește drag cu drag
Cum inima ta cere:",4
Mihai Eminescu,Ce e amorul?,4,"Dispar și ceruri și pământ
Și pieptul tău se bate,
Și totu-atârnă de-un cuvânt
Șoptit pe jumătate.",4
Mihai Eminescu,Ce e amorul?,5,"Te urmărește săptămâni
Un pas făcut alene,
O dulce strângere de mâni,
Un tremurat de gene.",4
Mihai Eminescu,Ce e amorul?,6,"Te urmăresc luminători
Ca soarele și luna,
Și peste zi de-atâtea ori
Și noaptea totdeauna.",4
Mihai Eminescu,Ce e amorul?,7,"Căci scris a fost ca viața ta
De doru-i să nu-ncapă,
Căci te-a cuprins asemenea
Lianelor din apă.",4
Mihai Eminescu,Lacul,1,"Lacul codrilor albastru
Nuferi galbeni îl încarcă;
Tresărind în cercuri albe
El cutremură o barcă.",4
Mihai Eminescu,Lacul,2,"Și eu trec de-a lung de maluri,
Parc-ascult și parc-aștept
Ea din trestii să răsară
Și să-mi cadă lin pe piept;",4
Mihai Eminescu,Lacul,3,"Să sărim în luntrea mică,
Îngânați de glas de ape,
Și să scap din mână cârma,
Și lopețile să-mi scape;",4
Mihai Eminescu,Lacul,4,"Să plutim cuprinși de farmec
Sub lumina blândei lune -
Vântu-n trestii lin foșnească,
Undoioasa apă sune!",4
Mihai Eminescu,Lacul,5,"Dar nu vine... Singuratic
În zadar suspin și sufăr
Lângă lacul cel albastru
Încărcat cu flori de nufăr.",4
Mihai Eminescu,Înger și demon,1,"Noaptea-n Doma întristată, prin lumini îngălbenite
A făcliilor de ceară care ard lângă altare -
Pe când bolta-n fundul Domei stă întunecoasă, mare,
Nepătrunsă de-ochii roșii de pe mucuri ostenite,",4
Mihai Eminescu,Înger și demon,2,"În biserica pustie, lângă arcul în părete,
Genuncheată stă pe trepte o copilă ca un înger;
Pe-a altarului icoană în de raze roșii frângeri,
Palidă și mohorâtă Maica Domnului se vede.",4
Mihai Eminescu,Înger și demon,3,"O făclie e înfiptă într-un stâlp de piatră sură;
Lucii picături de smoală la pământ cad sfârâind
Și cununi de flori uscate fâșâiesc amirosind
Ș-a copilei rugăciune tainic șopotit murmură.",4
Mihai Eminescu,Înger și demon,4,"Cufundat în întuneric, lâng-o cruce mărmurită,
Într-o umbră neagră, deasă, ca un demon El veghează,
Coatele pe brațul crucii le destinde și le-așază,
Ochii cufundați în capu-i, fruntea tristă și-ncrețită.",4
Mihai Eminescu,Înger și demon,5,"Și bărbia lui s-apasă de al pietrei umăr rece,
Părul său negru ca noaptea peste-al marmurei braț alb;
Abia candela cea tristă cu reflectul ei roz-alb
Blând o rază mai aruncă ce peste-a lui față trece.",4
Mihai Eminescu,Înger și demon,6,"Ea un înger ce se roagă - El un demon ce visează;
Ea o inimă de aur - El un suflet apostat;
El, în umbra lui fatală, stă-ndărătnic răzemat -
La picioarele Madonei, tristă, sfântă, Ea veghează.",4
Mihai Eminescu,Înger și demon,7,"Pe un mur înalt și rece de o marmură curată,
Albă ca zăpada iernei, lucie ca apa lină,
Se răsfrânge ca-n oglindă a copilei umbră plină -
Umbra ei, ce ca și dânsa stă în rugă-ngenuncheată.",4
Mihai Eminescu,Înger și demon,8,"Ce-ți lipsește oare ție, blond copil cu-a ta mărire,
Cu de marmur-albă față și cu mânile de ceară,
Văl - o negură diafană mestecată-n stele; - clară
E privirea-ți inocentă sub a genelor umbrire;",4
Mihai Eminescu,Înger și demon,9,"Ce-ți lipsește să fii înger - aripi lungi și constelate.
Dar ce văd: Pe-a umbrei tale umeri vii ce se întinde?
Două umbre de aripe ce se mișcă tremurânde,
Două aripe de umbră cătră ceruri ridicate.",4
Mihai Eminescu,Înger și demon,10,"O, nu-i umbra ei aceea - este îngeru-i de pază;
Lângă marmura cea albă văd ființa-i aeriană.
Peste viața-i inocentă, viața lui cea sântă plană,
Lângă dânsa el se roagă, lângă ea îngenunchează.",4
Mihai Eminescu,Înger și demon,11,"Dar de-i umbra ei aceea - atunci Ea un înger este,
Însă aripile-i albe lumea-a le vedea nu poate;
Muri sfințiți de-a omenirii rugăciuni îndelungate
Văd aripile-i diafane și de dânsele dau veste.",4
Mihai Eminescu,Înger și demon,12,"Te iubesc! - era să strige demonul în a lui noapte,
Dară umbra-naripată a lui buze le înmoaie;
Nu spre-amor - spre-nchinăciune el genunchii-și încovoaie
Și ascultă dus din lume a ei dulci și timizi șoapte.",4
Mihai Eminescu,Înger și demon,13,"Ea? - O fiică e de rege, blondă-n diadem de stele,
Trece-n lume fericită, înger, rege și femeie;
El? - răscoală în popoare a distrugerii scânteie
Și în inimi pustiite samănă gândiri rebele.",4
Mihai Eminescu,Înger și demon,14,"Despărțiți de-a vieții valuri, între el și între dânsa
Veacuri sunt de cugetare, o istorie,-un popor,
Câteodat' - deși arare - se-ntâlnesc, și ochii lor
Se privesc, par a se soarbe în dorința lor aprinsă.",4
Mihai Eminescu,Înger și demon,15,"Ochii ei cei mari, albaștri, de blândețe dulci și moi,
Ce adânc pătrund în ochii lui cei negri furtunoși!
Și pe fața lui cea slabă trece-ușor un nour roș -
Se iubesc... Și ce departe sunt deolaltă amândoi!",4
Mihai Eminescu,Înger și demon,16,"A venit un rege palid, și coroana sa antică,
Grea de glorii și putere, l-a ei poale-ar fi depus,
Pe-ale tronului covoare ea piciorul de-ar fi pus
Și în mâna-i însceptrată, mâna ei îngustă, mică.",4
Mihai Eminescu,Înger și demon,17,"Dară nu - mute rămas-au buzele-i abia deschise,
Mută inima în pieptu-i, mâna ei trasă-ndărăt.
În a sufletului taină, ea iubea. Clar și încet
Se ivea fața de demon fecioreștile ei vise.",4
Mihai Eminescu,Înger și demon,18,"Ea-l vedea mișcând poporul cu idei reci, îndrăznețe;
Ce puternic e - gândi ea, cu-amoroasă dulce spaimă;
El prezentul îl răscoală cu-a gândirilor lui faimă
Contra tot ce grămădiră veacuri lungi și frunți mărețe.",4
Mihai Eminescu,Înger și demon,19,"El ades suit pe-o piatră cu turbare se-nfășoară
În stindardul roș și fruntea-i aspră-adâncă, încrețită,
Părea ca o noapte neagră de furtune-acoperită,
Ochii fulgerau și vorba-i trezea furia vulgară.",4
Mihai Eminescu,Înger și demon,20,"Pe-un pat sărac asudă într-o lungă agonie
Tânărul. O lampă-ntinde limb-avară și subțire,
Sfârâind în aer bolnav. - Nimeni nu-i știe de știre,
Nimeni soartea-i n-o-mblânzește, nimeni fruntea nu-i mângâie.",4
Mihai Eminescu,Înger și demon,21,"Ah! acele gânduri toate îndreptate contra lumei,
Contra legilor ce-s scrise, contra ordinii-mbrăcate
Cu-a lui Dumnezeu numire - astăzi toate-s îndreptate
Contra inimii murinde, sufletul vor să-i sugrume!",4
Mihai Eminescu,Înger și demon,22,"A muri fără speranță! Cine știe-amărăciunea
Ce-i ascunsă-n aste vorbe? - Să te simți neliber, mic,
Să vezi marile-aspirații că-s reduse la nimic,
Că domnesc în lume rele căror nu te poți opune,",4
Mihai Eminescu,Înger și demon,23,"C-opunându-te la ele, tu viața-ți risipești -
Și când mori să vezi că-n lume viețuit-ai în zadar:
O astfel de moarte-i iadul. Alte lacrimi, alt amar
Mai crud nici e cu putință. Simți că nimica nu ești",4
Mihai Eminescu,Înger și demon,24,"Și acele gânduri negre mai nici a muri nu-l lasă.
Cum a intrat el în viață! Cât amor de drept și bine,
Câtă sinceră frăție adusese el cu sine!
Și răsplata? - Amărârea, care sufletu-i apasă.",4
Mihai Eminescu,Înger și demon,25,"Dar prin negurile negre, care ochii îi acopăr,
Se apropie-argintoasă umbra nalt-a unui înger,
Se așază lin pe patu-i; ochii lui orbiți de plângeri
Ea-i sarută. - De pe dânșii negurile se descopăr...",4
Mihai Eminescu,Înger și demon,26,"Este Ea. C-o mulțămire adâncă, nemaisimțită,
El în ochii ei se uită. - Mândră-i de înduioșere;
Ceasul ultim îi împacă toată viața-i de durere;
Ah! șoptește el pe moarte - cine ești ghicesc, iubită.",4
Mihai Eminescu,Înger și demon,27,"Am urmat pământul ista, vremea mea, viața, poporul
Cu gândirile-mi rebele contra cerului deschis;
El n-a vrut ca să condamne pe demon, ci a trimis
Pre un înger să mă-mpace, și-mpăcarea-i... e amorul.",4
Mihai Eminescu,Floare albastră,1,"- ""Iar te-ai cufundat în stele
Și în nori și-n ceruri nalte?
De nu m-ai uita încalte,
Sufletul vieții mele.",4
Mihai Eminescu,Floare albastră,2,"În zadar râuri în soare
Grămădești-n a ta gândire
Și câmpiile Asire
Și întunecata mare;",4
Mihai Eminescu,Floare albastră,3,"Piramidele-nvechite
Urcă-n cer vârful lor mare -
Nu căta în depărtare
Fericirea ta, iubite!""",4
Mihai Eminescu,Floare albastră,4,"Astfel zise mititica,
Dulce netezindu-mi părul.
Ah! ea spuse adevărul;
Eu am râs, n-am zis nimica.",4
Mihai Eminescu,Floare albastră,5,"- ""Hai în codrul cu verdeață,
Und-isvoare plâng în vale,
Stânca stă să se prăvale
În prăpastia măreață.",4
Mihai Eminescu,Floare albastră,6,"Acolo-n ochiu de pădure,
Lângă trestia cea lină
Și sub bolta cea senină
Vom ședea în foi de mure.",4
Mihai Eminescu,Floare albastră,7,"Și mi-i spune-atunci povești
Și minciuni cu-a ta guriță,
Eu pe-un fir de romăniță
Voi cerca de mă iubești.",4
Mihai Eminescu,Floare albastră,8,"Și de-a soarelui căldură
Voi fi roșie ca mărul,
Mi-oi desface de-aur părul,
Să-ți astup cu dânsul gura.",4
Mihai Eminescu,Floare albastră,9,"De mi-i da o sărutare,
Nime-n lume n-a s-o știe,
Căci va fi sub pălărie -
Ș-apoi cine treabă are!",4
Mihai Eminescu,Floare albastră,10,"Când prin crengi s-a fi ivit
Luna-n noaptea cea de vară,
Mi-i ține de subsuoară,
Te-oi ține de după gât.",4
Mihai Eminescu,Floare albastră,11,"Pe cărare-n bolți de frunze,
Apucând spre sat în vale,
Ne-om da sărutări pe cale,
Dulci ca florile ascunse.",4
Mihai Eminescu,Floare albastră,12,"Și sosind l-al porții prag,
Vom vorbi-n întunecime;
Grija noastră n-aib-o nime,
Cui ce-i pasă că-mi ești drag?""",4
Mihai Eminescu,Floare albastră,13,"Înc-o gură - și dispare...
Ca un stâlp eu stam în lună!
Ce frumoasă, ce nebună
E albastra-mi, dulce floare!",4
Mihai Eminescu,Floare albastră,14,"Și te-ai dus, dulce minune,
Ș-a murit iubirea noastră -
Floare-albastră! floare-albastră!...
Totuși este trist în lume!",4
Mihai Eminescu,Se bate miezul nopții...,1,"Se bate miezul nopții în clopotul de-aramă,
Și somnul, vameș vieții, nu vrea să-mi ieie vamă.
Pe căi bătute-adesea vrea mintea să mă poarte,
S-asamăn între-olaltă viață și cu moarte;
Ci cumpăna gândirii-mi și azi nu se mai schimbă,
Căci între amândouă stă neclintita limbă.",6
Mihai Eminescu,Înger de pază,1,"Când sufletu-mi noaptea veghea în estaze,
Vedeam ca în vis pe-al meu înger de pază,
Încins cu o haină de umbre și raze,
C-asupră-mi c-un zâmbet aripile-a-ntins;
Dar cum te văzui într-o palidă haină,
Copilă cuprinsă de dor și de taină,
Fugi acel înger de ochiu-ți învins.",7
Mihai Eminescu,Înger de pază,2,"Ești demon, copilă, că numai c-o zare
Din genele-ți lunge, din ochiul tău mare
Făcuși pe-al meu înger cu spaimă să zboare,
El, veghea mea sfântă, amicul fidel?
Ori poate!... O,-nchide lungi genele tale,
Să pot recunoaște trăsurile-ți pale,
Căci tu - tu ești el.",7
Mihai Eminescu,Atât de fragedă...,1,"Atât de fragedă, te-asameni
Cu floarea albă de cireș,
Și ca un înger dintre oameni
În calea vieții mele ieși.",4
Mihai Eminescu,Atât de fragedă...,2,"Abia atingi covorul moale,
Mătasa sună sub picior,
Și de la creștet pân-în poale
Plutești ca visul de ușor.",4
Mihai Eminescu,Atât de fragedă...,3,"Din încrețirea lungii rochii
Răsai ca marmura în loc -
S-atârnă sufletu-mi de ochii
Cei plini de lacrimi și noroc.",4
Mihai Eminescu,Atât de fragedă...,4,"O, vis ferice de iubire,
Mireasă blândă din povești,
Nu mai zâmbi! A ta zâmbire
Mi-arată cât de dulce ești,",4
Mihai Eminescu,Atât de fragedă...,5,"Cât poți cu-a farmecului noapte
Să-ntuneci ochii mei pe veci,
Cu-a gurii tale calde șoapte,
Cu-mbrățișări de brațe reci.",4
Mihai Eminescu,Atât de fragedă...,6,"Deodată trece-o cugetare,
Un văl pe ochii tăi fierbinți:
E-ntunecoasa renunțare,
E umbra dulcilor dorinți.",4
Mihai Eminescu,Atât de fragedă...,7,"Te duci, ș-am înțeles prea bine
Să nu mă țin de pasul tău,
Pierdută vecinic pentru mine,
Mireasa sufletului meu!",4
Mihai Eminescu,Atât de fragedă...,8,"Că te-am zărit e a mea vină
Și vecinic n-o să mi-o mai iert,
Spăși-voi visul de lumină
Tinzându-mi dreapta în deșert.",4
Mihai Eminescu,Atât de fragedă...,9,"Ș-o să-mi răsai ca o icoană
A pururi verginei Marii,
Pe fruntea ta purtând coroană -
Unde te duci? Când o să vii?",4
Mihai Eminescu,"O, mamă...",1,"O, mamă, dulce mamă, din negură de vremi
Pe freamătul de frunze la tine tu mă chemi;
Deasupra criptei negre a sfântului mormânt
Se scutură salcâmii de toamnă și de vânt,
Se bat încet din ramuri, îngână glasul tău...
Mereu se vor tot bate, tu vei dormi mereu.",6
Mihai Eminescu,"O, mamă...",2,"Când voi muri, iubito, la creștet să nu-mi plângi;
Din teiul sfânt și dulce o ramură să frângi,
La capul meu cu grijă tu ramura s-o-ngropi,
Asupra ei să cadă a ochilor tăi stropi;
Simți-o-voi o dată umbrind mormântul meu...
Mereu va crește umbra-i, eu voi dormi mereu.",6
Mihai Eminescu,"O, mamă...",3,"Iar dacă împreună va fi ca să murim,
Să nu ne ducă-n triste zidiri de țintirim,
Mormântul să ni-l sape la margine de râu,
Ne pună-n încăperea aceluiași sicriu;
De-a pururea aproape vei fi de sânul meu...
Mereu va plânge apa, noi vom dormi mereu.",6
